EXCLUDE,Line Number,Location path code,Date/Video Link,Time of Day/ Timestamp,Context,Caregiver Question,Menu,Destination Word,,,Caregiver Response,Comments,
,2127,JCBC,,,,,,I feel hot,,,"yeah, thank you Ellie",Jen navigates back to main,
,2128,C,,,,,Experience,,,,uh huh,,
,2129,CJ,,,,,,Read,,,Book? Yeah,,
,2130,CD,,,,,,Touch,,,"uh huh, and then what",,
,2131,CD,,,,,,Touch,,,,,
,2132,CH,,,,,,Tillie,,,You want to read a book with Tillie?,,
,2133,CB,,,,,,Mom,,,uh huh,,
,2134,CB,,,,,,Mom,,,,,
,2135,CD,,,,,,Touch,,,uh huh,,
,2136,CA,,,,keep going,Back,,,,,Ellie navigates back to main,
,2137,C,,,,,Experience,,,,,,
,2138,CD,,,,,,Touch,,,keep going,,
,2139,CD,,,,Go for it,,Touch,,,mmm hmm,,
,2140,CB,,,,,,Mom,,,,,
,2141,CL,,,,,,Smell,,,"I can't take my mask off, unfortunately",,
,2142,CB,,,,Do you wanna go read a book with,,Mom,,,yeah,,
,2143,CD,,,,,,Touch,,,"Do you wanna come, do you want a book?","Jen navigates to To Play, Books",
,2144,DED,,,,What kind of book do you want?,Reading book,,,,okay,,
,2145,T2DEG,,,,,,Holidays,,,,Ellie rings bell while Jen looks for a book,
,2146,T2DEGC,,,,,,Halloween,,,I don't have a Halloween reading book. Do you want fall or Christmas?,"She picks the fall book. After reading, Jen brings tablet back and navigates to main menu",
,2147,J,12.20.23,9:54 PM,we read books and did writing,,About me,,,,uh huh,,
,2148,JD,12.20.23,9:54 PM,,,Body,,,,uh huh,,
,2149,JDI,12.20.23,9:54 PM,,,,I feel good,,,we're going to see the dr on Friday,,
,2150,JDH,12.20.23,9:54 PM,,,,Today,,,Yeah? How are you today?,,
,2151,JDJ,12.20.23,9:54 PM,,,,Ouch,,,Yeah? ,,
,2152,JDI,12.20.23,9:54 PM,,,,I feel good,,,Yeah?,,
,2153,JDJ,12.20.23,9:54 PM,,,,Ouch,,,,,
,2154,JDI,12.20.23,9:54 PM,,,,I feel good,,,,,
,2155,JDH,12.20.23,9:54 PM,,,,Today,,,OK… how is your tummy?,,
,2156,JDJ,12.20.23,9:54 PM,,,,Ouch,,,,,
,2157,JDJ,12.20.23,9:54 PM,,,,Ouch,,,,,
,2158,JDI,12.20.23,9:54 PM,,,,I feel good,,,OK we're going to see the dr on Friday,,
,2159,JDI,12.20.23,9:54 PM,,,,I feel good,,,I'm glad,,
,2160,JDI,12.20.23,9:54 PM,,,,I feel good,,,"Okay, good night I love you","Jen navigates to About me Feelings, Ellie does not choose anything, Jen navigates back to main",
,2161,J,12.20.23,9:54 PM,Caregiver back to main menu,I'm going to put your sisters to bed…,About me,,,,,,
,2162,JD,12.20.23,9:54 PM,,,Body,,,,,,
,2163,JDI,12.20.23,9:54 PM,,,,I feel good,,,I'm glad,,
,2164,JDJ,12.20.23,9:54 PM,,,,Ouch,,,uh huh,,
,2165,JDI,12.20.23,9:54 PM,,,,I feel good,,,I'm glad. I'm sorry that you have a little ouch. Do you want ouch medicine for your tummy? ,,
,2166,JDI,12.20.23,9:54 PM,,,,I feel good,,,Do you wan ouch medicine or do you feel ok? Jen navigates to main.,,
,2167,H,12.20.23,9:54 PM,Caregiver back to main menu / finishing up,,Memory and time,,,,How are you today?,,
,2168,,,,,,,,,,,,
,2169,J,20231221_112731,11:27 AM,Lesson,,About me,,,,,,
,2170,JD,12.21.23,11:27 AM,,,Body,,,,,,
,2171,JDC,12.21.23,11:27 AM,,,,Tummy,,,,,
,2172,JDI,12.21.23,11:27 AM,,,,I feel good,,,,,
,2173,JDH,12.21.23,11:27 AM,,,,Today,,,Yeah,,
,2174,JDJ,12.21.23,11:27 AM,,,,Ouch,,,,,
,2175,JDI,12.21.23,11:27 AM,,,,I feel good,,,When did your tummy hurt?,,
,2176,JDI,12.21.23,11:27 AM,,,,I feel good,,,When did your tummy hurt?,,
,2177,JDJ,12.21.23,11:27 AM,,,,Ouch,,,When did you have a tummy ouch?,,
,2178,JDI,12.21.23,11:27 AM,,,,I feel good,,,,"She says I feel - ouch, not sure if combining them to say I feel ouch",
,2179,JDJ,12.21.23,11:27 AM,,,,Ouch,,,Is your ouch today or in the past?,,
,2180,JDH,12.21.23,11:27 AM,,,,Today,,,,,
,2181,JDH,12.21.23,11:27 AM,,,,Today,,,Today do you have an ouch? Do you have a tummy ouch today?,,
,2182,JDI,12.21.23,11:27 AM,,,,I feel good,,,,,
,2183,JDJ,,,,,,Ouch,,,Okay,,
,2184,JDJ,12.21.23,11:27 AM,,,,Ouch,,,,,
,2185,JDJ,12.21.23,11:27 AM,,,,Ouch,,,Okay,,
,2186,JDI,12.21.23,11:27 AM,,,,I feel good,,,,,
,2187,JDJ,,,,,,Ouch,,,,,
,2188,JDI,,,,,,I feel good,,,,,
,2189,J,12.21.23,11:27 AM,,What do you want to talk about that you like?,About me,,,,,,
,2190,JD,12.21.23,11:27 AM,,,Body,,,,,,
,2191,JDC,12.21.23,11:27 AM,,,,Tummy,,,Yeah,,
,2192,JDI,12.21.23,11:27 AM,,,,I feel good,,,,combining I feel-with other things,
,2193,JDI,,,,,,I feel good,,,,,
,2194,JDH,12.21.23,11:27 AM,,,,Today,,,You feel...,,
,2195,JDJ,12.21.23,11:27 AM,,,,Ouch,,,Ouch today,,
,2196,JDJ,12.21.23,11:27 AM,,,,Ouch,,,,,
,2197,JDJ,12.21.23,11:27 AM,,,,Ouch,,,OK we're going to see the dr tomorrow,Jen navigates back to main,
,2198,J,12.21.23,11:27 AM,,What is something that you ,About me,,,,,I interrupt her and ask her to pick somethign she likes so we can write about it this week. Jen navigates to Food & Drink-Treats,
,2199,GD,,,,,,Treats,,,"Yeah, what kind of treats do you like that you get excited about?",,
TRUE,2200,T2GDE,,,,,,Pistachio,,,(laughs) the one I don't have. I can go get some pistachios,,
,2201,GDB,,,,,,Sunflower seeds,,,"okay, so why don't we call this, we're going to call sunflower seeds 'treats'","Ellie exits speech board, they do some writing, Jen navigates back to main menu at 29:52, but Ellie is all done",
,2202,Z,,,Bottom exit,,,,,,,,
TRUE,2203,,,,,,,,,,,,
,2204,I,20231224_195504,7:55 PM,I'm turning on lights and fixing the room,,Descriptions and preferences,,,,I walk away for 3 minutes and she doesn't press anything,,
TRUE,2205,T2PREFS,,,,,Preferences,,,,,,
TRUE,2206,T2PREFS,,,,,Preferences,,,,"uh huh, I'm gonna make that a new one, hold on",,
,2207,IDB,12.24.23,7:55 PM,comes back with it at 13:56,I have a new menu for you! It's called Fix Please! What do you want fixed?,,Inside,,,,,
,2208,IDL,12.24.23,7:55 PM,,,,Tablet,,,,,
,2209,IDE,12.24.23,7:55 PM,,,,Down low,,,,,
,2210,IDE,12.24.23,7:55 PM,,,,Down low,,,uh huh,,
,2211,IDE,12.24.23,7:55 PM,,,,Down low,,,yeah,,
,2212,IDC,12.24.23,7:55 PM,,,,Outside,,,,,
,2213,IDE,12.24.23,7:55 PM,,,,Down low,,,mmm hmm,,
,2214,IDB,12.24.23,7:55 PM,,,,Inside,,,,,
,2215,IDE,12.24.23,7:55 PM,,,,Down low,,,,,
,2216,IDC,12.24.23,7:55 PM,,,,Outside,,,,These are different colors - white / brown / blue association training; I show her things in the room for the colors,
,2217,IDL,12.24.23,7:55 PM,,,,Tablet,,,,,
,2218,IDH,12.24.23,7:55 PM,,,,Fix,,,,,
,2219,IDE,12.24.23,7:55 PM,,,,Down low,,,"uh huh, something down low",,
,2220,IDE,12.24.23,7:55 PM,,,,Down low,,,and then what,,
,2221,IDL,12.24.23,7:55 PM,,,,Tablet,,,,,
TRUE,2222,T2DELETE,12.24.23,7:55 PM,,,,green,,,,,
,2223,IDE,12.24.23,7:55 PM,,,,Down low,,,I'm not sure you have anything green in here,,
,2224,IDQ,12.24.23,7:55 PM,,,,Like,,,,,
,2225,IDE,12.24.23,7:55 PM,,,,Down low,,,,,
,2226,IDC,12.24.23,7:55 PM,,,,Outside,,,,I added new things to the menu / family members,
,2227,IDP,12.24.23,7:55 PM,,,,Isabelle,,,,,
,2228,IDH,12.24.23,7:55 PM,,,,Fix,,,,,
,2229,IDG,12.24.23,7:55 PM,,,,Broken,,,,,
,2230,IDH,12.24.23,7:55 PM,,,,Fix,,,,,
,2231,IDH,12.24.23,7:55 PM,,,,Fix,,,,,
,2232,IDJ,12.24.23,7:55 PM,,,,Blue,,,,,
,2233,IDK,12.24.23,7:55 PM,,,,Brown,,,,,
,2234,IDH,12.24.23,7:55 PM,,,,Fix,,,,,
,2235,IDC,12.24.23,7:55 PM,,,,Outside,,,,,
,2236,IDF,12.24.23,7:55 PM,,,,High up,,,,,
,2237,IDE,12.24.23,7:55 PM,,,,Down low,,,uh huh,,
,2238,IDJ,12.24.23,7:55 PM,,,,Blue,,,Is this it? ,,
,2239,IDH,12.24.23,7:55 PM,,,,Fix,,,Does Isabelle need one for her floor?,,
,2240,IDE,12.24.23,7:55 PM,,,,Down low,,,,,
,2241,IDJ,12.24.23,7:55 PM,,,,Blue,,,,,
,2242,IDE,12.24.23,7:55 PM,,,,Down low,,,,,
,2243,IDH,12.24.23,7:55 PM,,,,Fix,,,What is it?,,
,2244,IDK,12.24.23,7:55 PM,,,,Brown,,,,,
,2245,IDJ,12.24.23,7:55 PM,,,,Blue,,,Does she need a blanket down there? I can put a towel down over there. That's a good idea.,,
,2246,IDE,12.24.23,7:55 PM,,,,Down low,,,,,
,2247,IDE,12.24.23,7:55 PM,,,,Down low,,,,,
,2248,IDE,12.24.23,7:55 PM,,,,Down low,,,I'm showing her things and trying to figure out what she wants,,
,2249,IDE,,,,,,Down low,,,,,
,2250,IDH,12.24.23,7:55 PM,,,,Fix,,,,,
,2251,IDK,12.24.23,7:55 PM,,,,Brown,,,,,
,2252,IDK,12.24.23,7:55 PM,,,,Brown,,,,,
,2253,IDI,12.24.23,7:55 PM,,,,White,,,I'm gonna put it down,,
,2254,IDM,12.24.23,7:55 PM,,,,Mom,,,,She's redirecting my attention; this is the origin of squirrel... But I think she's asking for something at the bottom of Isabelle's cage,
,2255,IDM,12.24.23,7:55 PM,,,,Mom,,,,,
,2256,IDE,12.24.23,7:55 PM,,,,Down low,,,,,
,2257,IDM,12.24.23,7:55 PM,,,,Mom,,,,,
,2258,IDH,12.24.23,7:55 PM,,,,Fix,,,,,
,2259,IDG,12.24.23,7:55 PM,,,,Broken,,,yeah,,
,2260,IDJ,12.24.23,7:55 PM,,,,Blue,,,,,
,2261,IDJ,12.24.23,7:55 PM,,,,Blue,,,,,
,2262,IDC,12.24.23,7:55 PM,,,,Outside,,,The ground outside is also broken,,
,2263,IDI,12.24.23,7:55 PM,,,,White,,,,,
,2264,IDJ,12.24.23,7:55 PM,,,,Blue ,,,,,
,2265,IDH,12.24.23,7:55 PM,,,,Fix,,,,,
,2266,IDH,12.24.23,7:55 PM,,,,Fix,,,The patio has some holes and it's like a light blue,,
,2267,IDE,12.24.23,7:55 PM,,,,Down low,,,,,
,2268,IDH,12.24.23,7:55 PM,,,,Fix,,,,,
,2269,IDI,12.24.23,7:55 PM,,,,White,,,,,
,2270,IDJ,12.24.23,7:55 PM,,,,Blue,,,,,
,2271,IDG,12.24.23,7:55 PM,,,,Broken,,,,,
,2272,IDH,12.24.23,7:55 PM,,,,Fix,,,"Am I getting a list of things that are broken? Thank you, Ellie",,
,2273,IDE,12.24.23,7:55 PM,,,,Down low,,,,,
,2274,IDB,12.24.23,7:55 PM,,,,Inside,,,,,
,2275,IDC,12.24.23,7:55 PM,,,,Outside,,,,The squirrel tablet was inside but they use it outside,
,2276,IDH,12.24.23,7:55 PM,,,,Fix,,,,,
,2277,IDG,12.24.23,7:55 PM,,,,Broken,,,,,
,2278,IDH,12.24.23,7:55 PM,,,,Fix,,,,,
,2279,IDH,12.24.23,7:55 PM,,,,Fix,,,,,
,2280,IDH,12.24.23,7:55 PM,,,,Fix,,,,,
,2281,IDI,12.24.23,7:55 PM,,,,White,,,,,
,2282,IDI,12.24.23,7:55 PM,,,,White,,,,,
,2283,IDH,12.24.23,7:55 PM,,,,Fix,,,,,
,2284,IDE,12.24.23,7:55 PM,,,,Down low,,,,,
,2285,IDC,12.24.23,7:55 PM,,,,Outside,,,,,
,2286,IDB,12.24.23,7:55 PM,,,,Inside,,,,,
,2287,IDC,12.24.23,7:55 PM,,,,Outside,,,,,
,2288,IDB,12.24.23,7:55 PM,,,,Inside,,,,,
,2289,IDE,12.24.23,7:55 PM,,,,Down low,,,,,
,2290,IDE,12.24.23,7:55 PM,,,,Down low,,,,,
,2291,IDE,12.24.23,7:55 PM,,,,Down low,,,,,
,2292,IDJ,12.24.23,7:55 PM,,,,Blue,,,,,
,2293,IDH,12.24.23,7:55 PM,,,,Fix,,,uh huh,,
,2294,IDK,12.24.23,7:55 PM,,,,Brown,,,,,
,2295,IDK,12.24.23,7:55 PM,,,,Brown,,,Uh huh?,,
,2296,IDG,12.24.23,7:55 PM,,,,Broken,,,,,
,2297,IDJ,12.24.23,7:55 PM,,,,Blue,,,,,
,2298,IDK,12.24.23,7:55 PM,,,,Brown,,,,,
,2299,IDE,12.24.23,7:55 PM,,,,Down low,,,mmm hmm,,
,2300,IDH,12.24.23,7:55 PM,,,,Fix,,,,,
,2301,IDJ,12.24.23,7:55 PM,,,,Blue,,,,,
,2302,IDL,12.24.23,7:55 PM,,,,Tablet,,,,,
,2303,IDC,12.24.23,7:55 PM,,,,Outside,,,"OK cool, thank you! These are all new words",,
,2304,IDH,12.24.23,7:55 PM,,,,Fix,,,,,
,2305,IDG,12.24.23,7:55 PM,,,,Broken,,,,,
,2306,IDH,12.24.23,7:55 PM,,,,Fix,,,,,
,2307,IDK,12.24.23,7:55 PM,,,,Brown,,,,,
,2308,IDE,12.24.23,7:55 PM,,,,Down low,,,,I walk to check on Isabelle,
,2309,IDG,12.24.23,7:55 PM,,,,Broken,,,,,
,2310,IDC,12.24.23,7:55 PM,,,,outside,,,,,
,2311,IDC,12.24.23,7:55 PM,,,,Outside,,,Yeah maybe the ground is broken outside,,
,2312,IDG,12.24.23,7:55 PM,,,,Broken,,,,,
,2313,IDG,12.24.23,7:55 PM,,,,Broken,,,,,
,2314,IDC,12.24.23,7:55 PM,,,,outside,,,,,
,2315,IDJ,12.24.23,7:55 PM,,,,blue,,,,,
,2316,IDE,12.24.23,7:55 PM,,,,down low,,,,,
,2317,IDC,12.24.23,7:55 PM,,,,outside,,,,,
,2318,IDC,12.24.23,7:55 PM,,,,outside,,,,,
,2319,IDB,12.24.23,7:55 PM,,,,inside,,,,,
,2320,IDH,12.24.23,7:55 PM,,,,Fix,,,,Jen navigates back to main,
,2321,C,12.24.23,7:55 PM,,,Experience,,,,uh huh,,
,2322,CB,12.24.23,7:55 PM,,,,Mom,,,uh huh,,
,2323,CB,12.24.23,7:55 PM,,,,Mom,,,,,
,2324,CB,,,,,,Mom,,,,,
,2325,CD,12.24.23,7:55 PM,,,,Touch,,,,,
,2326,CD,12.24.23,7:55 PM,,,,Touch,,,,,
,2327,CD,,,,,,Touch,,,uh huh,,
,2328,CB,12.24.23,7:55 PM,,,,Mom,,,uh huh,,
,2329,CB,12.24.23,7:55 PM,,,,Mom,,,,,
,2330,CD,12.24.23,7:55 PM,,,,Touch,,,uh huh,,
,2331,CB,12.24.23,7:55 PM,,,,Mom,,,,,
,2332,CD,12.24.23,7:55 PM,,,,Touch,,,,,
,2333,CB,12.24.23,7:55 PM,,,,Mom,,,uh huh,,
,2334,CD,12.24.23,7:55 PM,,,,Touch,,,And then what? Touch what?,,
,2335,CD,12.24.23,7:55 PM,,,,Touch,,,uh huh,,
,2336,CE,12.24.23,7:55 PM,,,,See,,,uh huh,,
,2337,CD,,,,,,Touch,,,Keep going ,,
,2338,CD,12.24.23,7:55 PM,,,,Touch,,,Keep going! I'll help you. What's up?,,
,2339,CE,12.24.23,7:55 PM,,,,See,,,uh huh,,
,2340,CB,12.24.23,7:55 PM,,,,Mom,,,,,
,2341,CB,12.24.23,7:55 PM,,,,Mom,,,Do you want a book?,,
,2342,CB,,,,,,Mom,,,Are you asking for a book?,Jen navigates to To Play,
,2343,DB,,,,,,Snuggle,,,uh huh,,
,2344,DC,,,,Do you want a book over here? Do you want a book?,,Tracing and writing,,,You wanna do some tracing and writing?,,
,2345,DG,,,,,,Typing,,,okay,They do tracing and writing,
TRUE,2346,,,,,,,,,,,,
,2347,H,20231227_121836,12:18 PM,"1:20 Jen opens Memory and time menu, said Ellie played outside this morning but she worked until noon.",What's up,Memory and time,,,,,,
,2348,HB,,,,,Time,,,,,,
,2349,HBC,,,,,,Yesterday,,,,,
,2350,HBC,,,,,,Yesterday,,,uh huh,,
,2351,HBC,,,,,,Yesterday,,,uh huh,,
,2352,HBG,,,,,,Past,,,,,
,2353,HBG,,,,,,Past,,,,,
,2354,HBC,,,,,,Yesterday,,,uh huh,,
,2355,HBC,,,,,,Yesterday,,,,,
,2356,HBC,,,,,,Yesterday,,,,,
,2357,HBC,,,,,,Yesterday,,,,,
,2358,HBC,,,,,,Yesterday,,,,,
,2359,HBG,,,,,,Past,,,uh huh yeah yesterday was the past,,
,2360,HBC,,,,,,Yesterday,,,,,
,2361,HBC,,,,,,Yesterday,,,and then what,,
,2362,HBC,,,,,,Yesterday,,,uh huh and then what,,
,2363,HBG,,,,,,Past,,,,,
,2364,HBO,,,,,,Happy,,,"aww, we did a lot of writing yesterday for 20-30 minutes it was so fun",,
,2365,HBH,,,,"Keep going Ellie, come on. Were you happy yesterday?",,Future,,,and then what? What's next?,,
,2366,HBI,,,,,,Look at pictures,,,Yeah,,
,2367,HBR,,,,,,Body,,,,,
,2368,HBK,,,,,,Like,,,,,
,2369,HBE,,,,,,Tomorrow,,,uh huh,,
,2370,HBE,,,,,,Tomorrow,,,uh huh,,
,2371,HBK,,,,,,Like,,,"Yeah, I'm so glad, we'll do talking and writing and fun",,
,2372,HBC,,,,,,Yesterday,,,,,
,2373,HBH,,,,,,Future,,,uh huh,,
,2374,HBC,,,,,,Yesterday,,,uh huh,,
,2375,HBE,,,,,,Tomorrow,,,,,
,2376,HBD,,,,,,Today,,,,,
,2377,HBD,,,,,,Today,,,,,
,2378,HBD,,,,,,Today,,,,,
,2379,HBC,,,5:54,,,Yesterday,,,,Jen navigates back to main,
,2380,J,,,,,About me,,,,,,
,2381,JD,,,,,Body,,,,uh huh,,
,2382,JDI,,,,How are you feeling?,,I feel good,,,,,
,2383,JDI,,,,,,I feel good,,,,,
,2384,T2JDH,,,,,,Back,,,,Jen switches to the other tablet,
,2385,JDJ,,,,,,Ouch,,,,,
,2386,JDI,,,,,,I feel good,,,,,
,2387,JDI,,,,,,I feel good,,,,NC ouch,
,2388,JDI,,,,,,I feel good,,,,,
,2389,JDH,,,,,,Today,,,,,
,2390,JDI,,,,,,I feel good,,,uh huh,,
,2391,JDI,,,,,,I feel good,,,,,
,2392,JDJ,,,,,,Ouch,,,,,
,2393,JDI,,,,,,I feel good,,,,,
,2394,JDH,,,,,,Today,,,,,
,2395,JDH,,,,,,Today,,,uh huh,,
,2396,JDI,,,,,,I feel good,,,,,
,2397,JDI,,,,,,I feel good,,,,,
,2398,JDJ,,,,,,Ouch,,,,,
,2399,JDI,,,,,,I feel good,,,,Jen decides to come around to Ellie's side to see what she's touching and start over,
,2400,JDI,,,,"Okay, what's going on?",,I feel good,,,,,
,2401,JDJ,,,,,,Ouch,,,You feel good?,,
,2402,JDJ,,,,Go for it,,Ouch,,,,,
,2403,JDI,,,,,,I feel good,,,Yeah?,,
,2404,JDI,,,,,,I feel good,,,,,
,2405,JDJ,,,,,,Ouch,,,Do you have an ouch today? Or in the past? Or both?,,
,2406,JDJ,,,,,,Ouch,,,,,
,2407,JDJ,,,,,,Ouch,,,"Yeah, when was your ouch?",,
,2408,JDI,,,,,,I feel good,,,,,
,2409,JDJ,,,,,,Ouch,,,,,
,2410,JDJ,,,,,,Ouch,,,,,
,2411,JDI,,,,,,I feel good,,,When was your ouch? Is it in the past or today?,,
,2412,JDJ,,,,,,Ouch,,,,,
,2413,JDH,,,,,,Today,,,"Okay, so you've got a little ouch. ",,
,2414,JDI,,,,,,I feel good,,,,,
,2415,JDI,,,,,,I feel good,,,"Yeah, we're gonna hear back from the doctor about your ouch. Thank you for sharing. Jen navigates back to main.",,
TRUE,2416,,,,,What's next?,,,,,,,
,2417,J,,,,,About me,,,,,,
,2418,JD,12.27.23,,,,Body,,,,,,
,2419,JDJ,12.27.23,,,,,Ouch,,,,,
,2420,JDI,12.27.23,,,,,I feel good,,,,,
,2421,JDI,12.27.23,,,,,I feel good,,,,,
,2422,JDG,12.27.23,,,,,Past,,,,,
,2423,JDH,12.27.23,,,,,Today,,,,,
,2424,JDI,12.27.23,,,,,I feel good,,,,,
,2425,JDI,12.27.23,,,,,I feel good,,,,,
,2426,JDJ,12.27.23,,,,,Ouch,,,,,
,2427,JDI,,,,,,I feel good,,,,,
,2428,JDI,,,,,,I feel good,,,,,
,2429,JDJ,,,,,,Ouch,,,Thank you for sharing,,
,2430,JDJ,,,,,,Ouch,,,,,
,2431,JDJ,,,,,,Ouch,,,,,
,2432,JDH,12.27.23,,,,,Today ,,,,,
,2433,JDH,12.27.23,,,,,Today,,,,,
,2434,JDI,12.27.23,,,,,I feel good,,,,,
,2435,JDI,12.27.23,,,,,I feel good,,,,,
,2436,JDI,12.27.23,,,,,I feel good,,,High five,Jen navigates to talk about,
,2437,AG,,,,,,Yes and no,,,,,
,2438,AGC,,,,Do you have an ouch today?,,No,,,,NC yes,
,2439,AGB,,,,Did you have an ouch in the past?,,Yes,,,,,
,2440,AGB,,,,,,Yes,,,,,
,2441,AGA,,,,Do you have a tummy ouch today? Do you have an ouch today?,Back,,,,,,
,2442,J,,,,,About me,,,,,,
,2443,JC,,,,,Temperature,,,,uh huh,,
,2444,JCD,,,,,,Warm,,,,,
,2445,JCDC,,,,,,I want to feel warm,,,uh huh and how do you feel?,,
,2446,JCDC,,,,,,I want to feel warm,,,"yeah, and how do you feel?",,
,2447,JCDC,,,,How do you feel?,,I want to feel warm,,,uh huh ,,
,2448,JCDJ,,,,,,Warm inside,,,It is warm inside - probably like 79,,
,2449,JCDC,,,,,,I want to feel warm,,,I'm glad. It's cool outside,,
,2450,JCDI,,,,,,Warm outside,,,"No, it's cool outside",Jen navigates to temperature screen,
,2451,JCJ,,,,,,Rain,,,,,
,2452,JCJ,,,,,,Rain,,,"It rained yesterday. I don't think it's rained yet today, let's see",Ellie exited out of speech board,
TRUE,2453,,,,,,,,,,,,
,2454,I,20240101_225313,10:53 PM,,,Descriptions and Preferences,,,,,,
,2455,ID,1.1.24,10:53 PM,,,Fix Please,,,,,,
,2456,IDG,1.1.24,10:53 PM,New Year's Day,,,Broken,,,,,
,2457,IDG,1.1.24,10:53 PM,,,,broken,,,,,
,2458,IDH,1.1.24,10:53 PM,,,,Fix,,,,,
,2459,IDI,1.1.24,10:53 PM,,"Let's try again, I'm lost",,White,,,,,
,2460,IDE,1.1.24,10:53 PM,,,,Down Low,,,Yeah I need to change the papers,,
,2461,IDB,1.1.24,10:53 PM,,,,Inside,,,,,
,2462,IDH,1.1.24,10:53 PM,,,,Fix,,,Jen navigates to clean menu,,
,2463,IEM,,,"Caregiver went back to ""Clean"" menu",,,I help,,,,,
,2464,IEM,1.1.24,10:53 PM,,,,I help,,,You want to help? You want to come help me clean? OK!,,
,2465,IEM,1.1.24,10:53 PM,,,,Clean,,,,,
,2466,IEQ,1.1.24,10:53 PM,,,,Like,,,,,
,2467,IEQ,,,,,,Like,,,,,
,2468,IEQ,1.1.24,10:53 PM,,,,Like,,,,,
,2469,IEP,1.1.24,10:53 PM,,,,Tillie,,,Aww! Tillie Ellie says she likes you! Thank you Ellie!,,
,2470,IEQ,1.1.24,10:53 PM,,,,Like,,,,,
,2471,IER,1.1.24,10:53 PM,,,,No like,,,,,
,2472,IEQ,1.1.24,10:53 PM,,,,Like,,,,,
,2473,IEM,1.1.24,10:53 PM,,,,I help,,,,,
,2474,IEP,1.1.24,10:53 PM,,,,Tillie,,,,,
,2475,IEM,1.1.24,10:53 PM,,,,I help,,,Do you want to help Tillie? Do you want to come visit Tillie?,,
,2476,IEP,1.1.24,10:53 PM,,Do you want to help Tillie feel happier? She felt kind of sad. She felt sad about what you said when you said you were mad at her.,,Tillie,,,,,
,2477,IEQ,1.1.24,10:53 PM,,,,Like,,,,,
,2478,IEQ,1.1.24,10:53 PM,,,,Like,,,,,
,2479,IEQ,1.1.24,10:53 PM,,,,Like,,,,,
,2480,IER,1.1.24,10:53 PM,,,,No like,,,,,
,2481,IEP,1.1.24,10:53 PM,,,,Tillie,,,,,
,2482,IEQ,1.1.24,10:53 PM,,,,Like,,,,,
,2483,IEQ,1.1.24,10:53 PM,,,,Like,,,Yeah. That's so sweet Ellie thank you.,,
,2484,IEQ,,,,,,Like,,,,,
,2485,IEM,1.1.24,10:53 PM,,,,I help,,,,,
,2486,IER,1.1.24,10:53 PM,,,,No like,,,,I walked away to Tillie and ellie said no like maybe in response to me walking away,
,2487,IER,1.1.24,10:53 PM,,,,No like,,,,,
,2488,IER,,,,,,No like,,,,,
,2489,IEM,1.1.24,10:53 PM,,,,I help,,,,,
,2490,IEP,1.1.24,10:53 PM,,,,Tillie,,,Hey Tillie! Ellie says she wants to help you,,
TRUE,2491,,1.1.24,10:53 PM,I'm cleaning generally in the room,,,,,,,,
,2492,IEI,1.1.24,10:53 PM,,,,Mom,,,,,
,2493,IEM,1.1.24,10:53 PM,,,,I help,,,,,
,2494,IEI,1.1.24,10:53 PM,,,,Mom,,,,,
,2495,IEI,,,,,,Mom,,,Yeah?,,
,2496,IEM,1.1.24,10:53 PM,,,,I help,,,,,
,2497,IEM,1.1.24,10:53 PM,,,,I help,,,Uh huh,,
,2498,IEQ,1.1.24,10:53 PM,,,,Like,,,,,
,2499,IEQ,1.1.24,10:53 PM,,,,Like,,,,,
,2500,IEQ,1.1.24,10:53 PM,,,,Like,,,"Uh huh, keep going!",,
,2501,IEQ,1.1.24,10:53 PM,,,,Like,,,,,
,2502,IER,1.1.24,10:53 PM,Still generally cleaning,,,No like,,,Sorry I know you wanted a treat,,
,2503,IEQ,1.1.24,10:53 PM,,,,Like,,,,,
,2504,IEQ,1.1.24,10:53 PM,,,,Like,,,uh huh,,
,2505,IEQ,1.1.24,10:53 PM,,,,Like ,,,,,
,2506,IEQ,1.1.24,10:53 PM,,,,Like,,,,,
,2507,IEQ,1.1.24,10:53 PM,,,,Like,,,,,
,2508,IEQ,1.1.24,10:53 PM,,,,Like,,,,,
,2509,IEQ,1.1.24,10:53 PM,,,,Like,,,,,
,2510,IEI,1.1.24,10:53 PM,,,,Mom,,,,,
,2511,IEO,1.1.24,10:53 PM,,,,Isabelle,,,Hold on one second,Jen changed some images around and added things...navigated back to Clean menu,
,2512,IEI,1.1.24,6m55s,,,,Mom,,,,,
,2513,IEI,1.1.24,10:53 PM,,,,Like,,,,,
,2514,IEQ,,,,,,Like,,,uh huh,,
,2515,IEQ,1.1.24,10:53 PM,,,,Mom,,,,,
,2516,IEI,,,,,,Mom,,,,,
,2517,IDH,1.1.24,10:53 PM,,,,Fix,,,Yeah,,
,2518,IEN,1.1.24,10:53 PM,,,,Ellie,,,,,
,2519,IEQ,1.1.24,10:53 PM,,,,Like,,,I'm glad you like your new setup!!,,
,2520,IEQ,1.1.24,10:53 PM,,,,Like,,,,,
,2521,IEQ,1.1.24,10:53 PM,,,,Like,,,,,
,2522,IEQ,,,,,,Like,,,,,
,2523,IEQ,1.1.24,10:53 PM,,,,Like,,,Yeah! I'm glad. I added some new words!,,
,2524,IEQ,1.1.24,10:53 PM,,"Good job Ellie, keep going",,Like,,,,,
